date,district,commodity,level,price_rp_kg,price_mean,price_std,obs_count,rolling_med,rolling_std,z_score,spike,supply_ndvi_anomaly,supply_evi_anomaly,supply_ndvi,local_ndvi_anomaly,local_evi_anomaly,local_ndvi,rainfall_mm,min_distance_km,min_travel_hrs,supply_ndvi_lag1,local_ndvi_lag1,rain_lag1,supply_ndvi_lag2,local_ndvi_lag2,rain_lag2,supply_ndvi_lag3,local_ndvi_lag3,rain_lag3,supply_ndvi_lag4,local_ndvi_lag4,rain_lag4,rain_4wk_sum,supply_ndvi_4wk_trend,month,is_wet_season,flood_risk,flood_risk_lag1,stress_x_distance,price_lag1,price_pct_change
2023-11-13,Sumatera Selatan,Cabai Merah Besar + Keriting,1,77850.0,76920.0,2227.5547131327644,5,51987.5,12928.011099242716,2.0005010671374617,1,-0.0264560966034033,-0.05224442209430421,0.7480928453664317,-0.023516346432652345,-0.0636613949299737,0.7340666814440865,55.603556091303275,150.0,4.0,-0.0264560966034033,-0.023516346432652345,65.32509675146521,-0.02118486692852426,-0.03716705870544356,33.26013127073763,-0.02118486692852426,-0.03716705870544356,32.58230366570023,-0.02118486692852426,-0.03716705870544356,22.261808006666847,186.77108777920634,-0.0021084918699516134,11,1,0,0.0,-3.177730039278639,73000.0,0.06643835616438357
2023-11-20,Sumatera Selatan,Cabai Merah Besar + Keriting,1,80500.0,80430.0,1102.6105386762806,5,59650.0,14614.313861514578,1.4266834692052506,0,0.013222935819846024,-0.057214689737607016,0.8029926011998934,-0.008381073050582371,-0.05858726090479331,0.777212622198216,44.03165895488807,150.0,4.0,-0.0264560966034033,-0.023516346432652345,55.603556091303275,-0.0264560966034033,-0.023516346432652345,65.32509675146521,-0.02118486692852426,-0.03716705870544356,33.26013127073763,-0.02118486692852426,-0.03716705870544356,32.58230366570023,198.22044306839422,0.010322340824511082,11,1,0,0.0,-3.968414490510495,77850.0,0.0340398201669878
2023-11-27,Sumatera Selatan,Cabai Merah Besar + Keriting,1,81850.0,83100.0,3545.9483921794454,5,67925.0,15063.471367611688,0.9244217126432396,0,0.013222935819846024,-0.057214689737607016,0.8029926011998934,-0.008381073050582371,-0.05858726090479331,0.777212622198216,68.2044568619703,150.0,4.0,0.013222935819846024,-0.008381073050582371,44.03165895488807,-0.0264560966034033,-0.023516346432652345,55.603556091303275,-0.0264560966034033,-0.023516346432652345,65.32509675146521,-0.02118486692852426,-0.03716705870544356,33.26013127073763,233.16476865962687,0.015871612969299728,11,1,0,0.0,-3.968414490510495,80500.0,0.016770186335403725
2023-12-04,Sumatera Selatan,Cabai Merah Besar + Keriting,1,88350.0,87110.0,3805.6536889212607,5,75425.0,14679.0773722329,0.8805049304017613,0,-0.004953040721707704,-0.024924960975778447,0.7911402363024707,0.005781282468721443,-0.04073699432794435,0.7911081644990144,46.83877861095527,150.0,4.0,0.013222935819846024,-0.008381073050582371,68.2044568619703,0.013222935819846024,-0.008381073050582371,44.03165895488807,-0.0264560966034033,-0.023516346432652345,55.603556091303275,-0.0264560966034033,-0.023516346432652345,65.32509675146521,214.67845051911695,0.006450916764508682,12,1,0,0.0,1.9834403729769037,81850.0,0.0794135613927917
2023-12-11,Sumatera Selatan,Cabai Merah Besar + Keriting,1,76950.0,76540.0,4225.576883692922,5,77400.0,10436.474500519798,-0.043118008861861,0,-0.004953040721707704,-0.024924960975778447,0.7911402363024707,0.005781282468721443,-0.04073699432794435,0.7911081644990144,34.22048581340915,150.0,4.0,-0.004953040721707704,0.005781282468721443,46.83877861095527,0.013222935819846024,-0.008381073050582371,68.2044568619703,0.013222935819846024,-0.008381073050582371,44.03165895488807,-0.0264560966034033,-0.023516346432652345,55.603556091303275,193.2953802412228,-0.0072703906166214916,12,1,0,0.0,1.9834403729769037,88350.0,-0.12903225806451613
2023-12-18,Sumatera Selatan,Cabai Merah Besar + Keriting,1,70650.0,70587.5,319.83068437325863,4,77400.0,7744.721704859011,-0.8715613365119464,0,-0.004953040721707704,-0.024924960975778447,0.7911402363024707,0.005781282468721443,-0.04073699432794435,0.7911081644990144,90.99129662678506,150.0,4.0,-0.004953040721707704,0.005781282468721443,34.22048581340915,-0.004953040721707704,0.005781282468721443,46.83877861095527,0.013222935819846024,-0.008381073050582371,68.2044568619703,0.013222935819846024,-0.008381073050582371,44.03165895488807,240.25501791311976,-0.00545279296246612,12,1,0,0.0,-0.7429561082561555,76950.0,-0.08187134502923976
2023-12-25,Sumatera Selatan,Cabai Merah Besar + Keriting,1,60350.0,60550.0,721.1102550927978,3,77400.0,8397.140244494803,-2.030453166621582,0,-0.0063837734864567895,-0.046050035419786285,0.79719055519459,-0.02094909607105346,-0.03868282439916951,0.7928866808542963,82.64258066379136,150.0,4.0,-0.004953040721707704,0.005781282468721443,90.99129662678506,-0.004953040721707704,0.005781282468721443,34.22048581340915,-0.004953040721707704,0.005781282468721443,46.83877861095527,0.013222935819846024,-0.008381073050582371,68.2044568619703,254.69314171494085,-0.0004292198294247262,12,1,0,0.0,-0.7429561082561555,70650.0,-0.14578910120311395
2024-01-01,Sumatera Selatan,Cabai Merah Besar + Keriting,1,60850.0,60450.0,2092.5462957841582,5,77400.0,10001.49765570851,-1.6547521750958798,0,-0.0007489889431182284,-0.028413516539592554,0.7954985951780806,-0.0011076649500499096,-0.011502285842373094,0.7612503664785335,96.18971424560239,150.0,4.0,-0.0063837734864567895,-0.02094909607105346,82.64258066379136,-0.004953040721707704,0.005781282468721443,90.99129662678506,-0.004953040721707704,0.005781282468721443,34.22048581340915,-0.004953040721707704,0.005781282468721443,46.83877861095527,304.04407734958795,0.0011181422571019343,1,1,0,0.0,-0.7429561082561555,60350.0,0.008285004142502071
2024-01-08,Sumatera Selatan,Cabai Merah Besar + Keriting,1,54900.0,55270.0,1410.9394033763465,5,73800.0,12041.920824472194,-1.5695170459508814,0,-0.0007489889431182284,-0.028413516539592554,0.7954985951780806,-0.0011076649500499096,-0.011502285842373094,0.7612503664785335,76.08779265478945,150.0,4.0,-0.0007489889431182284,-0.0011076649500499096,96.18971424560239,-0.0063837734864567895,-0.02094909607105346,82.64258066379136,-0.004953040721707704,0.005781282468721443,90.99129662678506,-0.004953040721707704,0.005781282468721443,34.22048581340915,345.9113841909683,0.0018246939879106984,1,1,0,0.0,-0.9575660229685184,60850.0,-0.09778142974527526
2024-01-15,Sumatera Selatan,Cabai Merah Besar + Keriting,1,52400.0,52470.0,1117.8103595869925,5,65750.0,13185.61851845736,-1.012466725115135,0,-0.0007489889431182284,-0.028413516539592554,0.7954985951780806,-0.0011076649500499096,-0.011502285842373094,0.7612503664785335,68.7603988171221,150.0,4.0,-0.0007489889431182284,-0.0011076649500499096,76.08779265478945,-0.0007489889431182284,-0.0011076649500499096,96.18971424560239,-0.0063837734864567895,-0.02094909607105346,82.64258066379136,-0.004953040721707704,0.005781282468721443,90.99129662678506,323.6804863813053,0.0016904353630015688,1,1,0,0.0,-0.11234834146773426,54900.0,-0.04553734061930783
