date,district,commodity,price_rp_kg,level,week
2023-01-02,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2022-12-27
2023-01-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-01-03
2023-01-04,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-01-03
2023-01-05,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-01-03
2023-01-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-01-03
2023-01-09,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-03
2023-01-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-10
2023-01-11,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-10
2023-01-12,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-10
2023-01-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-10
2023-01-16,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-10
2023-01-17,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-17
2023-01-18,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-17
2023-01-19,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-17
2023-01-20,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-17
2023-01-23,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-17
2023-01-24,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-24
2023-01-25,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-24
2023-01-26,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-24
2023-01-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-24
2023-01-30,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-24
2023-01-31,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-31
2023-02-01,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-31
2023-02-02,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-31
2023-02-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-31
2023-02-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-01-31
2023-02-07,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-02-07
2023-02-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-02-07
2023-02-09,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-02-07
2023-02-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-02-07
2023-02-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-02-07
2023-02-14,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-02-14
2023-02-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-02-14
2023-02-16,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-02-14
2023-02-17,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-02-14
2023-02-20,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-02-14
2023-02-21,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2023-02-21
2023-02-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,36000,2,2023-02-21
2023-02-23,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-02-21
2023-02-24,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-02-21
2023-02-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-02-21
2023-02-28,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-02-28
2023-03-01,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-02-28
2023-03-02,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-02-28
2023-03-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-02-28
2023-03-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-02-28
2023-03-07,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-07
2023-03-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-03-07
2023-03-09,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-03-07
2023-03-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-03-07
2023-03-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-03-07
2023-03-14,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-03-14
2023-03-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-03-14
2023-03-16,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-03-14
2023-03-17,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-14
2023-03-20,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-14
2023-03-21,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-21
2023-03-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-21
2023-03-23,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-21
2023-03-24,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-21
2023-03-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-21
2023-03-28,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-28
2023-03-29,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-28
2023-03-30,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-28
2023-03-31,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-28
2023-04-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,33500,2,2023-03-28
2023-04-04,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-04-04
2023-04-05,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-04-04
2023-04-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-04-04
2023-04-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-04-04
2023-04-11,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-04-11
2023-04-12,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-04-11
2023-04-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-04-11
2023-04-14,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-04-11
2023-04-17,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-04-11
2023-04-18,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-04-18
2023-04-26,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-04-25
2023-04-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-04-25
2023-04-28,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-04-25
2023-05-02,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-05-02
2023-05-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-05-02
2023-05-04,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-05-02
2023-05-05,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-05-02
2023-05-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-05-02
2023-05-09,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-05-09
2023-05-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-05-09
2023-05-11,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-05-09
2023-05-12,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-05-09
2023-05-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2023-05-09
2023-05-16,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2023-05-16
2023-05-17,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2023-05-16
2023-05-19,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2023-05-16
2023-05-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-05-16
2023-05-23,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-05-23
2023-05-24,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-05-23
2023-05-25,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-05-23
2023-05-26,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-05-23
2023-05-29,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-05-23
2023-05-30,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-05-30
2023-05-31,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-05-30
2023-06-02,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-05-30
2023-06-05,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-05-30
2023-06-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-06-06
2023-06-07,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-06-06
2023-06-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-06-06
2023-06-09,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34500,2,2023-06-06
2023-06-12,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2023-06-06
2023-06-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-13
2023-06-14,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-13
2023-06-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-13
2023-06-16,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-13
2023-06-19,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-13
2023-06-20,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-20
2023-06-21,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-20
2023-06-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-20
2023-06-23,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-20
2023-06-26,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-20
2023-06-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,38000,2,2023-06-27
2023-07-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35500,2,2023-06-27
2023-07-04,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35500,2,2023-07-04
2023-07-05,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35500,2,2023-07-04
2023-07-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35500,2,2023-07-04
2023-07-07,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35500,2,2023-07-04
2023-07-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35500,2,2023-07-04
2023-07-11,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35500,2,2023-07-11
2023-07-12,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-07-11
2023-07-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-07-11
2023-07-14,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-07-11
2023-07-17,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-07-11
2023-07-18,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-07-18
2023-07-20,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-07-18
2023-07-21,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-07-18
2023-07-24,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-07-18
2023-07-25,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-07-25
2023-07-26,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-07-25
2023-07-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-07-25
2023-07-28,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-07-25
2023-07-31,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,28000,2,2023-07-25
2023-08-01,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,27000,2,2023-08-01
2023-08-02,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-01
2023-08-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-01
2023-08-04,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-01
2023-08-07,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-01
2023-08-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-08
2023-08-09,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-08
2023-08-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-08
2023-08-11,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-08
2023-08-14,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-08
2023-08-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-15
2023-08-16,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26500,2,2023-08-15
2023-08-18,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26000,2,2023-08-15
2023-08-21,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26000,2,2023-08-15
2023-08-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26000,2,2023-08-22
2023-08-23,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26000,2,2023-08-22
2023-08-24,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26000,2,2023-08-22
2023-08-25,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,26000,2,2023-08-22
2023-08-28,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,23500,2,2023-08-22
2023-08-29,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,23500,2,2023-08-29
2023-08-30,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,23500,2,2023-08-29
2023-08-31,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,23500,2,2023-08-29
2023-09-01,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,23500,2,2023-08-29
2023-09-04,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,23500,2,2023-08-29
2023-09-05,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,23500,2,2023-09-05
2023-09-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,22500,2,2023-09-05
2023-09-07,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,22500,2,2023-09-05
2023-09-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,22500,2,2023-09-05
2023-09-11,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-05
2023-09-12,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-12
2023-09-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-12
2023-09-14,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-12
2023-09-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-12
2023-09-18,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-12
2023-09-19,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-19
2023-09-20,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-19
2023-09-21,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-19
2023-09-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-19
2023-09-25,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-19
2023-09-26,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-26
2023-09-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-26
2023-09-29,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-26
2023-10-02,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-09-26
2023-10-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-03
2023-10-04,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-03
2023-10-05,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-03
2023-10-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-03
2023-10-09,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-03
2023-10-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-10
2023-10-11,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-10
2023-10-12,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-10
2023-10-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-10
2023-10-16,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-10
2023-10-17,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-17
2023-10-18,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-17
2023-10-19,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-17
2023-10-20,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-17
2023-10-23,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-17
2023-10-24,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-24
2023-10-25,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-24
2023-10-26,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-24
2023-10-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-24
2023-10-30,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-24
2023-10-31,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-31
2023-11-01,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,21000,2,2023-10-31
2023-11-02,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,22000,2,2023-10-31
2023-11-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,22000,2,2023-10-31
2023-11-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,23500,2,2023-10-31
2023-11-07,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,23500,2,2023-11-07
2023-11-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-07
2023-11-09,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-07
2023-11-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-07
2023-11-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-07
2023-11-14,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-14
2023-11-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-14
2023-11-16,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-14
2023-11-17,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-14
2023-11-20,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-14
2023-11-21,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-21
2023-11-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-21
2023-11-23,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-21
2023-11-24,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-21
2023-11-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-21
2023-11-28,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-28
2023-11-29,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-28
2023-11-30,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-28
2023-12-01,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-28
2023-12-04,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-11-28
2023-12-05,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,25000,2,2023-12-05
2023-12-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,27500,2,2023-12-05
2023-12-07,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-12-05
2023-12-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-12-05
2023-12-11,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-12-05
2023-12-12,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-12-12
2023-12-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-12-12
2023-12-14,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-12-12
2023-12-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-12-12
2023-12-18,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-12-12
2023-12-19,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-12-19
2023-12-20,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2023-12-19
2023-12-21,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-12-19
2023-12-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-12-19
2023-12-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32500,2,2023-12-26
2023-12-28,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2023-12-26
2023-12-29,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2023-12-26
2024-01-02,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2024-01-02
2024-01-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,32000,2,2024-01-02
2024-01-04,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,35000,2,2024-01-02
2024-01-05,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2024-01-02
2024-01-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2024-01-02
2024-01-09,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2024-01-09
2024-01-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2024-01-09
2024-01-11,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2024-01-09
2024-01-12,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2024-01-09
2024-01-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,36000,2,2024-01-09
2024-01-16,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,36000,2,2024-01-16
2024-01-17,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,36000,2,2024-01-16
2024-01-18,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,36000,2,2024-01-16
2024-01-19,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,36000,2,2024-01-16
2024-01-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,37000,2,2024-01-16
2024-01-23,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-01-23
2024-01-24,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-01-23
2024-01-25,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-01-23
2024-01-26,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-01-23
2024-01-29,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-01-23
2024-01-30,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-01-30
2024-01-31,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-01-30
2024-02-01,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-01-30
2024-02-02,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-01-30
2024-02-05,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-01-30
2024-02-06,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-02-06
2024-02-07,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-02-06
2024-02-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-02-06
2024-02-09,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-02-06
2024-02-12,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-02-06
2024-02-13,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-02-13
2024-02-14,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-02-13
2024-02-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-02-13
2024-02-16,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,30000,2,2024-02-13
2024-02-19,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2024-02-13
2024-02-20,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2024-02-20
2024-02-21,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2024-02-20
2024-02-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2024-02-20
2024-02-23,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2024-02-20
2024-02-26,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2024-02-20
2024-02-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2024-02-27
2024-02-28,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,34000,2,2024-02-27
