date,district,commodity,price_rp_kg,level,week
2025-09-12,Kota Palembang,Bawang Merah Ukuran Sedang,45250,2,2025-09-09
2025-09-15,Kota Palembang,Bawang Merah Ukuran Sedang,46250,2,2025-09-09
2025-09-16,Kota Palembang,Bawang Merah Ukuran Sedang,46250,2,2025-09-16
2025-09-17,Kota Palembang,Bawang Merah Ukuran Sedang,46250,2,2025-09-16
2025-09-18,Kota Palembang,Bawang Merah Ukuran Sedang,46250,2,2025-09-16
2025-09-19,Kota Palembang,Bawang Merah Ukuran Sedang,46250,2,2025-09-16
2025-09-22,Kota Palembang,Bawang Merah Ukuran Sedang,44500,2,2025-09-16
2025-09-23,Kota Palembang,Bawang Merah Ukuran Sedang,44500,2,2025-09-23
2025-09-24,Kota Palembang,Bawang Merah Ukuran Sedang,44500,2,2025-09-23
2025-09-25,Kota Palembang,Bawang Merah Ukuran Sedang,44500,2,2025-09-23
2025-09-26,Kota Palembang,Bawang Merah Ukuran Sedang,44500,2,2025-09-23
2025-09-29,Kota Palembang,Bawang Merah Ukuran Sedang,43500,2,2025-09-23
2025-09-30,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-09-30
2025-10-01,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-09-30
2025-10-02,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-09-30
2025-10-03,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-09-30
2025-10-06,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-09-30
2025-10-07,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-07
2025-10-08,Kota Palembang,Bawang Merah Ukuran Sedang,39000,2,2025-10-07
2025-10-09,Kota Palembang,Bawang Merah Ukuran Sedang,39000,2,2025-10-07
2025-10-10,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-07
2025-10-13,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-07
2025-10-14,Kota Palembang,Bawang Merah Ukuran Sedang,39000,2,2025-10-14
2025-10-15,Kota Palembang,Bawang Merah Ukuran Sedang,39000,2,2025-10-14
2025-10-16,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-14
2025-10-17,Kota Palembang,Bawang Merah Ukuran Sedang,39000,2,2025-10-14
2025-10-20,Kota Palembang,Bawang Merah Ukuran Sedang,39000,2,2025-10-14
2025-10-21,Kota Palembang,Bawang Merah Ukuran Sedang,39000,2,2025-10-21
2025-10-22,Kota Palembang,Bawang Merah Ukuran Sedang,39000,2,2025-10-21
2025-10-23,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-21
2025-10-24,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-21
2025-10-27,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-21
2025-10-28,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-28
2025-10-29,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-28
2025-10-30,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-28
2025-10-31,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-28
2025-11-03,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-10-28
2025-11-04,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-04
2025-11-05,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-04
2025-11-06,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-04
2025-11-07,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-04
2025-11-10,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-04
2025-11-11,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-11
2025-11-12,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-11
2025-11-13,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-11
2025-11-14,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-11
2025-11-17,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-11
2025-11-18,Kota Palembang,Bawang Merah Ukuran Sedang,38500,2,2025-11-18
2025-11-19,Kota Palembang,Bawang Merah Ukuran Sedang,42250,2,2025-11-18
2025-11-20,Kota Palembang,Bawang Merah Ukuran Sedang,43500,2,2025-11-18
2025-11-21,Kota Palembang,Bawang Merah Ukuran Sedang,43500,2,2025-11-18
2025-11-24,Kota Palembang,Bawang Merah Ukuran Sedang,43500,2,2025-11-18
2025-11-25,Kota Palembang,Bawang Merah Ukuran Sedang,43500,2,2025-11-25
2025-11-26,Kota Palembang,Bawang Merah Ukuran Sedang,43500,2,2025-11-25
2025-11-27,Kota Palembang,Bawang Merah Ukuran Sedang,43500,2,2025-11-25
2025-11-28,Kota Palembang,Bawang Merah Ukuran Sedang,43500,2,2025-11-25
2025-12-01,Kota Palembang,Bawang Merah Ukuran Sedang,44500,2,2025-11-25
2025-12-02,Kota Palembang,Bawang Merah Ukuran Sedang,44500,2,2025-12-02
2025-12-03,Kota Palembang,Bawang Merah Ukuran Sedang,44500,2,2025-12-02
2025-12-04,Kota Palembang,Bawang Merah Ukuran Sedang,44500,2,2025-12-02
2025-12-05,Kota Palembang,Bawang Merah Ukuran Sedang,44500,2,2025-12-02
2025-12-08,Kota Palembang,Bawang Merah Ukuran Sedang,49500,2,2025-12-02
2025-12-09,Kota Palembang,Bawang Merah Ukuran Sedang,49500,2,2025-12-09
2025-12-10,Kota Palembang,Bawang Merah Ukuran Sedang,49500,2,2025-12-09
2025-12-11,Kota Palembang,Bawang Merah Ukuran Sedang,50500,2,2025-12-09
2025-12-12,Kota Palembang,Bawang Merah Ukuran Sedang,51500,2,2025-12-09
2025-12-15,Kota Palembang,Bawang Merah Ukuran Sedang,52000,2,2025-12-09
2025-12-16,Kota Palembang,Bawang Merah Ukuran Sedang,52000,2,2025-12-16
2025-12-17,Kota Palembang,Bawang Merah Ukuran Sedang,51500,2,2025-12-16
2025-12-18,Kota Palembang,Bawang Merah Ukuran Sedang,51500,2,2025-12-16
2025-12-19,Kota Palembang,Bawang Merah Ukuran Sedang,51500,2,2025-12-16
2025-12-22,Kota Palembang,Bawang Merah Ukuran Sedang,46500,2,2025-12-16
2025-12-23,Kota Palembang,Bawang Merah Ukuran Sedang,46500,2,2025-12-23
2025-12-24,Kota Palembang,Bawang Merah Ukuran Sedang,46500,2,2025-12-23
2025-12-25,Kota Palembang,Bawang Merah Ukuran Sedang,46500,2,2025-12-23
2025-12-26,Kota Palembang,Bawang Merah Ukuran Sedang,46500,2,2025-12-23
2025-12-29,Kota Palembang,Bawang Merah Ukuran Sedang,46500,2,2025-12-23
2025-12-30,Kota Palembang,Bawang Merah Ukuran Sedang,46500,2,2025-12-30
2025-12-31,Kota Palembang,Bawang Merah Ukuran Sedang,46500,2,2025-12-30
2023-01-02,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2022-12-27
2023-01-03,Kota Palembang,Bawang Putih Ukuran Sedang,30500,2,2023-01-03
2023-01-04,Kota Palembang,Bawang Putih Ukuran Sedang,30500,2,2023-01-03
2023-01-05,Kota Palembang,Bawang Putih Ukuran Sedang,30500,2,2023-01-03
2023-01-06,Kota Palembang,Bawang Putih Ukuran Sedang,30500,2,2023-01-03
2023-01-09,Kota Palembang,Bawang Putih Ukuran Sedang,30200,2,2023-01-03
2023-01-10,Kota Palembang,Bawang Putih Ukuran Sedang,30700,2,2023-01-10
2023-01-11,Kota Palembang,Bawang Putih Ukuran Sedang,30700,2,2023-01-10
2023-01-12,Kota Palembang,Bawang Putih Ukuran Sedang,30700,2,2023-01-10
2023-01-13,Kota Palembang,Bawang Putih Ukuran Sedang,32000,2,2023-01-10
2023-01-16,Kota Palembang,Bawang Putih Ukuran Sedang,32000,2,2023-01-10
2023-01-17,Kota Palembang,Bawang Putih Ukuran Sedang,32000,2,2023-01-17
2023-01-18,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-17
2023-01-19,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-17
2023-01-20,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-17
2023-01-23,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-17
2023-01-24,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-01-24
2023-01-25,Kota Palembang,Bawang Putih Ukuran Sedang,32000,2,2023-01-24
2023-01-26,Kota Palembang,Bawang Putih Ukuran Sedang,32000,2,2023-01-24
2023-01-27,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-24
2023-01-30,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-24
2023-01-31,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-31
2023-02-01,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-31
2023-02-02,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-31
2023-02-03,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-31
2023-02-06,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-01-31
2023-02-07,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-07
2023-02-08,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-07
2023-02-09,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-07
2023-02-10,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-07
2023-02-13,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-07
2023-02-14,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-14
2023-02-15,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-14
2023-02-16,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-14
2023-02-17,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-14
2023-02-20,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-14
2023-02-21,Kota Palembang,Bawang Putih Ukuran Sedang,31500,2,2023-02-21
2023-02-22,Kota Palembang,Bawang Putih Ukuran Sedang,32000,2,2023-02-21
2023-02-23,Kota Palembang,Bawang Putih Ukuran Sedang,32000,2,2023-02-21
2023-02-24,Kota Palembang,Bawang Putih Ukuran Sedang,32000,2,2023-02-21
2023-02-27,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-02-21
2023-02-28,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-02-28
2023-03-01,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-02-28
2023-03-02,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-02-28
2023-03-03,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-02-28
2023-03-06,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-02-28
2023-03-07,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-03-07
2023-03-08,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-03-07
2023-03-09,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-03-07
2023-03-10,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-03-07
2023-03-13,Kota Palembang,Bawang Putih Ukuran Sedang,35000,2,2023-03-07
2023-03-14,Kota Palembang,Bawang Putih Ukuran Sedang,35000,2,2023-03-14
2023-03-15,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-03-14
2023-03-16,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-03-14
2023-03-17,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-03-14
2023-03-20,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-03-14
2023-03-21,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-03-21
2023-03-22,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-03-21
2023-03-23,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-03-21
2023-03-24,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-03-21
2023-03-27,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-03-21
2023-03-28,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-03-28
2023-03-29,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-03-28
2023-03-30,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-03-28
2023-03-31,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-03-28
2023-04-03,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-03-28
2023-04-04,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-04-04
2023-04-05,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-04-04
2023-04-06,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-04-04
2023-04-07,Kota Palembang,Bawang Putih Ukuran Sedang,33500,2,2023-04-04
2023-04-10,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-04-04
2023-04-11,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-04-11
2023-04-12,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-04-11
2023-04-13,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-04-11
2023-04-14,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-04-11
2023-04-17,Kota Palembang,Bawang Putih Ukuran Sedang,33250,2,2023-04-11
2023-04-18,Kota Palembang,Bawang Putih Ukuran Sedang,33250,2,2023-04-18
2023-04-26,Kota Palembang,Bawang Putih Ukuran Sedang,38500,2,2023-04-25
2023-04-27,Kota Palembang,Bawang Putih Ukuran Sedang,38500,2,2023-04-25
2023-04-28,Kota Palembang,Bawang Putih Ukuran Sedang,36500,2,2023-04-25
2023-05-02,Kota Palembang,Bawang Putih Ukuran Sedang,38750,2,2023-05-02
2023-05-03,Kota Palembang,Bawang Putih Ukuran Sedang,38750,2,2023-05-02
2023-05-04,Kota Palembang,Bawang Putih Ukuran Sedang,38750,2,2023-05-02
2023-05-05,Kota Palembang,Bawang Putih Ukuran Sedang,38750,2,2023-05-02
2023-05-08,Kota Palembang,Bawang Putih Ukuran Sedang,39750,2,2023-05-02
2023-05-09,Kota Palembang,Bawang Putih Ukuran Sedang,39750,2,2023-05-09
2023-05-10,Kota Palembang,Bawang Putih Ukuran Sedang,39000,2,2023-05-09
2023-05-11,Kota Palembang,Bawang Putih Ukuran Sedang,38000,2,2023-05-09
2023-05-12,Kota Palembang,Bawang Putih Ukuran Sedang,38000,2,2023-05-09
2023-05-15,Kota Palembang,Bawang Putih Ukuran Sedang,40000,2,2023-05-09
2023-05-16,Kota Palembang,Bawang Putih Ukuran Sedang,40000,2,2023-05-16
2023-05-17,Kota Palembang,Bawang Putih Ukuran Sedang,38000,2,2023-05-16
2023-05-19,Kota Palembang,Bawang Putih Ukuran Sedang,38000,2,2023-05-16
2023-05-22,Kota Palembang,Bawang Putih Ukuran Sedang,39000,2,2023-05-16
2023-05-23,Kota Palembang,Bawang Putih Ukuran Sedang,39000,2,2023-05-23
2023-05-24,Kota Palembang,Bawang Putih Ukuran Sedang,39000,2,2023-05-23
2023-05-25,Kota Palembang,Bawang Putih Ukuran Sedang,39000,2,2023-05-23
2023-05-26,Kota Palembang,Bawang Putih Ukuran Sedang,38750,2,2023-05-23
2023-05-29,Kota Palembang,Bawang Putih Ukuran Sedang,37000,2,2023-05-23
2023-05-30,Kota Palembang,Bawang Putih Ukuran Sedang,37000,2,2023-05-30
2023-05-31,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-05-30
2023-06-02,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-05-30
2023-06-05,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-05-30
2023-06-06,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-06-06
2023-06-07,Kota Palembang,Bawang Putih Ukuran Sedang,37000,2,2023-06-06
2023-06-08,Kota Palembang,Bawang Putih Ukuran Sedang,37000,2,2023-06-06
2023-06-09,Kota Palembang,Bawang Putih Ukuran Sedang,36500,2,2023-06-06
2023-06-12,Kota Palembang,Bawang Putih Ukuran Sedang,39000,2,2023-06-06
2023-06-13,Kota Palembang,Bawang Putih Ukuran Sedang,39000,2,2023-06-13
2023-06-14,Kota Palembang,Bawang Putih Ukuran Sedang,39000,2,2023-06-13
2023-06-15,Kota Palembang,Bawang Putih Ukuran Sedang,39000,2,2023-06-13
2023-06-16,Kota Palembang,Bawang Putih Ukuran Sedang,39500,2,2023-06-13
2023-06-19,Kota Palembang,Bawang Putih Ukuran Sedang,40000,2,2023-06-13
2023-06-20,Kota Palembang,Bawang Putih Ukuran Sedang,40000,2,2023-06-20
2023-06-21,Kota Palembang,Bawang Putih Ukuran Sedang,40000,2,2023-06-20
2023-06-22,Kota Palembang,Bawang Putih Ukuran Sedang,40000,2,2023-06-20
2023-06-23,Kota Palembang,Bawang Putih Ukuran Sedang,40000,2,2023-06-20
2023-06-26,Kota Palembang,Bawang Putih Ukuran Sedang,39500,2,2023-06-20
2023-06-27,Kota Palembang,Bawang Putih Ukuran Sedang,39500,2,2023-06-27
2023-07-03,Kota Palembang,Bawang Putih Ukuran Sedang,38750,2,2023-06-27
2023-07-04,Kota Palembang,Bawang Putih Ukuran Sedang,38750,2,2023-07-04
2023-07-05,Kota Palembang,Bawang Putih Ukuran Sedang,42000,2,2023-07-04
2023-07-06,Kota Palembang,Bawang Putih Ukuran Sedang,42000,2,2023-07-04
2023-07-07,Kota Palembang,Bawang Putih Ukuran Sedang,42250,2,2023-07-04
2023-07-10,Kota Palembang,Bawang Putih Ukuran Sedang,41250,2,2023-07-04
2023-07-11,Kota Palembang,Bawang Putih Ukuran Sedang,41250,2,2023-07-11
2023-07-12,Kota Palembang,Bawang Putih Ukuran Sedang,41250,2,2023-07-11
2023-07-13,Kota Palembang,Bawang Putih Ukuran Sedang,41250,2,2023-07-11
2023-07-14,Kota Palembang,Bawang Putih Ukuran Sedang,43250,2,2023-07-11
2023-07-17,Kota Palembang,Bawang Putih Ukuran Sedang,42000,2,2023-07-11
2023-07-18,Kota Palembang,Bawang Putih Ukuran Sedang,41000,2,2023-07-18
2023-07-20,Kota Palembang,Bawang Putih Ukuran Sedang,41000,2,2023-07-18
2023-07-21,Kota Palembang,Bawang Putih Ukuran Sedang,41000,2,2023-07-18
2023-07-24,Kota Palembang,Bawang Putih Ukuran Sedang,41000,2,2023-07-18
2023-07-25,Kota Palembang,Bawang Putih Ukuran Sedang,41000,2,2023-07-25
2023-07-26,Kota Palembang,Bawang Putih Ukuran Sedang,38500,2,2023-07-25
2023-07-27,Kota Palembang,Bawang Putih Ukuran Sedang,38500,2,2023-07-25
2023-07-28,Kota Palembang,Bawang Putih Ukuran Sedang,41000,2,2023-07-25
2023-07-31,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-07-25
2023-08-01,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-01
2023-08-02,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-01
2023-08-03,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-01
2023-08-04,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-01
2023-08-07,Kota Palembang,Bawang Putih Ukuran Sedang,38500,2,2023-08-01
2023-08-08,Kota Palembang,Bawang Putih Ukuran Sedang,38500,2,2023-08-08
2023-08-09,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-08
2023-08-10,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-08
2023-08-11,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-08
2023-08-14,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-08
2023-08-15,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-15
2023-08-16,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-15
2023-08-18,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-15
2023-08-21,Kota Palembang,Bawang Putih Ukuran Sedang,36500,2,2023-08-15
2023-08-22,Kota Palembang,Bawang Putih Ukuran Sedang,36500,2,2023-08-22
2023-08-23,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-22
2023-08-24,Kota Palembang,Bawang Putih Ukuran Sedang,37500,2,2023-08-22
2023-08-25,Kota Palembang,Bawang Putih Ukuran Sedang,36500,2,2023-08-22
2023-08-28,Kota Palembang,Bawang Putih Ukuran Sedang,35500,2,2023-08-22
2023-08-29,Kota Palembang,Bawang Putih Ukuran Sedang,35500,2,2023-08-29
2023-08-30,Kota Palembang,Bawang Putih Ukuran Sedang,35500,2,2023-08-29
2023-08-31,Kota Palembang,Bawang Putih Ukuran Sedang,35500,2,2023-08-29
2023-09-01,Kota Palembang,Bawang Putih Ukuran Sedang,35500,2,2023-08-29
2023-09-04,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-08-29
2023-09-05,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-09-05
2023-09-06,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-09-05
2023-09-07,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-09-05
2023-09-08,Kota Palembang,Bawang Putih Ukuran Sedang,36000,2,2023-09-05
2023-09-11,Kota Palembang,Bawang Putih Ukuran Sedang,36000,2,2023-09-05
2023-09-12,Kota Palembang,Bawang Putih Ukuran Sedang,36000,2,2023-09-12
2023-09-13,Kota Palembang,Bawang Putih Ukuran Sedang,36000,2,2023-09-12
2023-09-14,Kota Palembang,Bawang Putih Ukuran Sedang,36000,2,2023-09-12
2023-09-15,Kota Palembang,Bawang Putih Ukuran Sedang,36000,2,2023-09-12
2023-09-18,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-09-12
2023-09-19,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-09-19
2023-09-20,Kota Palembang,Bawang Putih Ukuran Sedang,36250,2,2023-09-19
2023-09-21,Kota Palembang,Bawang Putih Ukuran Sedang,36500,2,2023-09-19
2023-09-22,Kota Palembang,Bawang Putih Ukuran Sedang,35000,2,2023-09-19
2023-09-25,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-09-19
2023-09-26,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-09-26
2023-09-27,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-09-26
2023-09-29,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-09-26
2023-10-02,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-09-26
2023-10-03,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-10-03
2023-10-04,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-10-03
2023-10-05,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-10-03
2023-10-06,Kota Palembang,Bawang Putih Ukuran Sedang,35250,2,2023-10-03
2023-10-09,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-10-03
2023-10-10,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-10-10
2023-10-11,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-10-10
2023-10-12,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-10-10
2023-10-13,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-10-10
2023-10-16,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-10
2023-10-17,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-17
2023-10-18,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-17
2023-10-19,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-17
2023-10-20,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-17
2023-10-23,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-17
2023-10-24,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-24
2023-10-25,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-24
2023-10-26,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-24
2023-10-27,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-24
2023-10-30,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-24
2023-10-31,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-31
2023-11-01,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-31
2023-11-02,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-31
2023-11-03,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-31
2023-11-06,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-10-31
2023-11-07,Kota Palembang,Bawang Putih Ukuran Sedang,33250,2,2023-11-07
2023-11-08,Kota Palembang,Bawang Putih Ukuran Sedang,33250,2,2023-11-07
2023-11-09,Kota Palembang,Bawang Putih Ukuran Sedang,33250,2,2023-11-07
2023-11-10,Kota Palembang,Bawang Putih Ukuran Sedang,33250,2,2023-11-07
2023-11-13,Kota Palembang,Bawang Putih Ukuran Sedang,33250,2,2023-11-07
2023-11-14,Kota Palembang,Bawang Putih Ukuran Sedang,33250,2,2023-11-14
2023-11-15,Kota Palembang,Bawang Putih Ukuran Sedang,33250,2,2023-11-14
2023-11-16,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-14
2023-11-17,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-14
2023-11-20,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-14
2023-11-21,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-21
2023-11-22,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-21
2023-11-23,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-21
2023-11-24,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-21
2023-11-27,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-21
2023-11-28,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-28
2023-11-29,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-28
2023-11-30,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-28
2023-12-01,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-28
2023-12-04,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-11-28
2023-12-05,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-12-05
2023-12-06,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-12-05
2023-12-07,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-12-05
2023-12-08,Kota Palembang,Bawang Putih Ukuran Sedang,32500,2,2023-12-05
2023-12-11,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-12-05
2023-12-12,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-12-12
2023-12-13,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-12-12
2023-12-14,Kota Palembang,Bawang Putih Ukuran Sedang,38750,2,2023-12-12
2023-12-15,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-12-12
2023-12-18,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-12-12
2023-12-19,Kota Palembang,Bawang Putih Ukuran Sedang,34500,2,2023-12-19
